repository_name,release_id,tag_name_clean,cycle_end,cycle_start,cycle_length_days
kubernetes/kubernetes,226247533,1.33.2,2025-06-18 17:54:54+00:00,2025-05-15 17:56:34+00:00,33.998842592592595
kubernetes/kubernetes,226251309,1.32.6,2025-06-18 18:11:56+00:00,2025-06-18 17:54:54+00:00,0.011828703703703704
kubernetes/kubernetes,226256128,1.31.10,2025-06-18 18:36:16+00:00,2025-06-18 18:11:56+00:00,0.016898148148148148
kubernetes/kubernetes,226260786,1.30.14,2025-06-18 18:59:13+00:00,2025-06-18 18:36:16+00:00,0.0159375
kubernetes/kubernetes,232684167,1.32.7,2025-07-15 22:18:27+00:00,2025-06-18 18:59:13+00:00,27.13835648148148
kubernetes/kubernetes,232684297,1.33.3,2025-07-15 22:19:31+00:00,2025-07-15 22:18:27+00:00,0.0007407407407407407
kubernetes/kubernetes,232691011,1.31.11,2025-07-15 23:11:27+00:00,2025-07-15 22:19:31+00:00,0.03606481481481481
kubernetes/kubernetes,239793305,1.32.8,2025-08-13 19:45:14+00:00,2025-07-15 23:11:27+00:00,28.85679398148148
kubernetes/kubernetes,239793520,1.33.4,2025-08-13 19:46:26+00:00,2025-08-13 19:45:14+00:00,0.0008333333333333334
kubernetes/kubernetes,239794276,1.31.12,2025-08-13 19:50:00+00:00,2025-08-13 19:46:26+00:00,0.002476851851851852
kubernetes/kubernetes,242938306,1.34.0,2025-08-27 17:19:17+00:00,2025-08-13 19:50:00+00:00,13.895335648148148
kubernetes/kubernetes,246021679,1.32.9,2025-09-10 00:19:23+00:00,2025-08-27 17:19:17+00:00,13.291736111111112
kubernetes/kubernetes,246030338,1.33.5,2025-09-10 01:38:50+00:00,2025-09-10 00:19:23+00:00,0.05517361111111111
kubernetes/kubernetes,246044335,1.34.1,2025-09-10 03:28:09+00:00,2025-09-10 01:38:50+00:00,0.07591435185185186
kubernetes/kubernetes,246050093,1.31.13,2025-09-10 04:03:49+00:00,2025-09-10 03:28:09+00:00,0.02476851851851852
kubernetes/kubernetes,261684284,1.34.2,2025-11-12 09:26:08+00:00,2025-09-10 04:03:49+00:00,63.22383101851852
kubernetes/kubernetes,261690420,1.33.6,2025-11-12 09:48:48+00:00,2025-11-12 09:26:08+00:00,0.01574074074074074
kubernetes/kubernetes,261719477,1.31.14,2025-11-12 11:33:24+00:00,2025-11-12 09:48:48+00:00,0.07263888888888889
kubernetes/kubernetes,261726406,1.32.10,2025-11-12 12:01:02+00:00,2025-11-12 11:33:24+00:00,0.019189814814814816
kubernetes/kubernetes,268945625,1.34.3,2025-12-10 01:13:53+00:00,2025-11-12 12:01:02+00:00,27.55059027777778
kubernetes/kubernetes,268945810,1.33.7,2025-12-10 01:15:27+00:00,2025-12-10 01:13:53+00:00,0.0010879629629629629
kubernetes/kubernetes,270894952,1.32.11,2025-12-16 21:28:50+00:00,2025-12-10 01:15:27+00:00,6.8426273148148145
kubernetes/kubernetes,271217654,1.35.0,2025-12-17 20:01:55+00:00,2025-12-16 21:28:50+00:00,0.9396412037037037
kubernetes/kubernetes,284969517,1.35.1,2026-02-10 19:03:38+00:00,2025-12-17 20:01:55+00:00,54.959525462962965
kubernetes/kubernetes,284969888,1.34.4,2026-02-10 19:04:56+00:00,2026-02-10 19:03:38+00:00,0.0009027777777777777
kubernetes/kubernetes,284970046,1.33.8,2026-02-10 19:05:31+00:00,2026-02-10 19:04:56+00:00,0.0004050925925925926
kubernetes/kubernetes,284970301,1.32.12,2026-02-10 19:06:23+00:00,2026-02-10 19:05:31+00:00,0.0006018518518518519
kubernetes/kubernetes,291155487,1.34.5,2026-02-26 23:56:38+00:00,2026-02-10 19:06:23+00:00,16.2015625
kubernetes/kubernetes,291155910,1.33.9,2026-02-26 23:57:29+00:00,2026-02-26 23:56:38+00:00,0.0005902777777777778
kubernetes/kubernetes,291156076,1.32.13,2026-02-26 23:58:24+00:00,2026-02-26 23:57:29+00:00,0.0006365740740740741
kubernetes/kubernetes,291157965,1.35.2,2026-02-27 00:09:07+00:00,2026-02-26 23:58:24+00:00,0.007442129629629629
kubernetes/kubernetes,298764997,1.33.10,2026-03-19 03:18:00+00:00,2026-02-27 00:09:07+00:00,20.13116898148148
kubernetes/kubernetes,298765256,1.34.6,2026-03-19 03:19:46+00:00,2026-03-19 03:18:00+00:00,0.0012268518518518518
kubernetes/kubernetes,298765484,1.35.3,2026-03-19 03:20:52+00:00,2026-03-19 03:19:46+00:00,0.0007638888888888889
kubernetes/kubernetes,309580337,1.35.4,2026-04-15 21:54:01+00:00,2026-03-19 03:20:52+00:00,27.773020833333334
kubernetes/kubernetes,309580521,1.34.7,2026-04-15 21:54:39+00:00,2026-04-15 21:54:01+00:00,0.0004398148148148148
kubernetes/kubernetes,309580713,1.33.11,2026-04-15 21:55:24+00:00,2026-04-15 21:54:39+00:00,0.0005208333333333333
kubernetes/kubernetes,312368266,1.36.0,2026-04-22 17:57:14+00:00,2026-04-15 21:55:24+00:00,6.834606481481481
kubernetes/kubernetes,321191052,1.33.12,2026-05-12 14:09:45+00:00,2026-04-22 17:57:14+00:00,19.84202546296296
kubernetes/kubernetes,321243963,1.34.8,2026-05-12 15:35:14+00:00,2026-05-12 14:09:45+00:00,0.059363425925925924
kubernetes/kubernetes,321245106,1.35.5,2026-05-12 15:37:25+00:00,2026-05-12 15:35:14+00:00,0.0015162037037037036
kubernetes/kubernetes,321280531,1.36.1,2026-05-12 16:39:25+00:00,2026-05-12 15:37:25+00:00,0.043055555555555555
kubernetes/kubernetes,338534286,1.33.13,2026-06-12 11:30:10+00:00,2026-05-12 16:39:25+00:00,30.785243055555554
kubernetes/kubernetes,338534516,1.34.9,2026-06-12 11:30:42+00:00,2026-06-12 11:30:10+00:00,0.00037037037037037035
kubernetes/kubernetes,338535372,1.35.6,2026-06-12 11:32:40+00:00,2026-06-12 11:30:42+00:00,0.0013657407407407407
kubernetes/kubernetes,338536321,1.36.2,2026-06-12 11:34:56+00:00,2026-06-12 11:32:40+00:00,0.001574074074074074
