repository_name,release_id,cycle_length_days,is_prerelease,release_sequence,commit_count,pr_count,pct_merged,avg_time_to_merge_hours,median_time_to_merge_hours,distinct_contributors,first_time_contributor_count,first_time_contributor_share,top_contributor_share,open_issues_at_release,open_bugs_at_release,release_date,bugs_in_window,elevated_risk,risk_threshold_used,window_complete,prior_releases_avg_bugs,prior_releases_count,split
kubernetes/kubernetes,52193134,42.07355324074074,False,52,509.0,594.0,0.6734006734006734,502.1123604166667,166.1348611111111,162.0,42.0,0.2592592592592592,0.0510805500982318,1843,801,2021-10-28 01:25:36+00:00,120.0,1.0,112.25,True,132.82,50,train
kubernetes/kubernetes,52193186,0.00125,False,53,1.0,0.0,,,,1.0,0.0,0.0,1.0,1843,801,2021-10-28 01:27:24+00:00,120.0,1.0,112.25,True,132.82,50,train
kubernetes/kubernetes,52193237,0.0007407407407407,False,54,1.0,0.0,,,,1.0,0.0,0.0,1.0,1843,801,2021-10-28 01:28:28+00:00,120.0,1.0,112.25,True,132.82,50,train
kubernetes/kubernetes,52193302,0.0013310185185185,False,55,1.0,0.0,,,,1.0,0.0,0.0,1.0,1843,801,2021-10-28 01:30:23+00:00,120.0,1.0,112.25,True,132.82,50,train
kubernetes/kubernetes,53592811,20.835578703703703,False,57,390.0,382.0,0.7617801047120419,755.7352462772051,117.07194444444444,146.0,39.0,0.2671232876712329,0.0717948717948717,1812,776,2021-11-17 21:33:37+00:00,117.0,1.0,112.25,True,132.4313725490196,51,train
kubernetes/kubernetes,53593301,0.0056944444444444,False,59,3.0,0.0,,,,2.0,0.0,0.0,0.6666666666666666,1812,776,2021-11-17 21:41:49+00:00,117.0,1.0,112.25,True,132.4313725490196,51,train
kubernetes/kubernetes,53593506,0.0026388888888888,False,60,1.0,0.0,,,,1.0,0.0,0.0,1.0,1811,776,2021-11-17 21:45:37+00:00,117.0,1.0,112.25,True,132.4313725490196,51,train
kubernetes/kubernetes,54824547,19.95988425925926,False,63,159.0,215.0,0.6651162790697674,635.8376748251749,323.0469444444444,66.0,10.0,0.1515151515151515,0.0817610062893081,1794,769,2021-12-07 20:47:51+00:00,105.0,0.0,112.25,True,131.32142857142858,56,train
kubernetes/kubernetes,55392164,7.910636574074074,False,65,97.0,141.0,0.6879432624113475,427.27575315005726,82.52444444444444,57.0,8.0,0.1403508771929824,0.0515463917525773,1794,775,2021-12-15 18:39:10+00:00,100.0,0.0,112.25,True,131.32142857142858,56,train
kubernetes/kubernetes,55393544,0.0130671296296296,False,66,0.0,0.0,,,,0.0,0.0,,,1794,775,2021-12-15 18:57:59+00:00,100.0,0.0,112.25,True,131.32142857142858,56,train
kubernetes/kubernetes,55465785,0.8676388888888888,False,67,12.0,13.0,0.6923076923076923,405.82703703703703,462.18,10.0,1.0,0.1,0.1666666666666666,1795,775,2021-12-16 15:47:23+00:00,100.0,0.0,112.25,True,131.32142857142858,56,train
kubernetes/kubernetes,55467689,0.0142592592592592,False,68,1.0,0.0,,,,1.0,0.0,0.0,1.0,1795,775,2021-12-16 16:07:55+00:00,100.0,0.0,112.25,True,131.32142857142858,56,train
kubernetes/kubernetes,57503634,34.20697916666666,False,69,283.0,363.0,0.6887052341597796,634.1685511111111,127.99013888888888,120.0,38.0,0.3166666666666666,0.0530035335689045,1805,779,2022-01-19 21:05:58+00:00,97.0,0.0,112.25,True,126.97058823529412,68,train
kubernetes/kubernetes,57503779,0.0013541666666666,False,70,0.0,0.0,,,,0.0,0.0,,,1805,779,2022-01-19 21:07:55+00:00,97.0,0.0,112.25,True,126.97058823529412,68,train
kubernetes/kubernetes,57504045,0.0022106481481481,False,71,0.0,0.0,,,,0.0,0.0,,,1805,779,2022-01-19 21:11:06+00:00,97.0,0.0,112.25,True,126.97058823529412,68,train
kubernetes/kubernetes,57516071,0.1158796296296296,False,72,1.0,1.0,1.0,537.0313888888888,537.0313888888888,1.0,0.0,0.0,1.0,1804,778,2022-01-19 23:57:58+00:00,97.0,0.0,112.25,True,126.97058823529412,68,train
kubernetes/kubernetes,57972287,6.004918981481482,False,73,66.0,78.0,0.6282051282051282,318.9832086167801,142.1786111111111,47.0,9.0,0.1914893617021276,0.106060606060606,1795,771,2022-01-26 00:05:03+00:00,95.0,0.0,112.25,True,126.97058823529412,68,train
kubernetes/kubernetes,59818995,22.66859953703704,False,76,238.0,292.0,0.6472602739726028,586.3854835390946,122.31083333333333,105.0,21.0,0.2,0.0630252100840336,1758,740,2022-02-17 16:07:50+00:00,94.0,0.0,112.25,True,126.97058823529412,68,train
kubernetes/kubernetes,59820624,0.0066898148148148,False,77,0.0,0.0,,,,0.0,0.0,,,1758,740,2022-02-17 16:17:28+00:00,93.0,0.0,112.25,True,126.97058823529412,68,train
kubernetes/kubernetes,59821299,0.0048958333333333,False,78,0.0,0.0,,,,0.0,0.0,,,1758,740,2022-02-17 16:24:31+00:00,93.0,0.0,112.25,True,126.97058823529412,68,train
kubernetes/kubernetes,62049233,27.252476851851853,False,79,309.0,402.0,0.6890547263681592,585.2084316085038,162.75027777777777,120.0,26.0,0.2166666666666666,0.0485436893203883,1745,733,2022-03-16 22:28:05+00:00,111.0,0.0,112.25,True,124.43243243243244,74,train
kubernetes/kubernetes,62049706,0.007199074074074,False,80,0.0,0.0,,,,0.0,0.0,,,1745,733,2022-03-16 22:38:27+00:00,111.0,0.0,112.25,True,124.43243243243244,74,train
kubernetes/kubernetes,62050650,0.007199074074074,False,81,0.0,0.0,,,,0.0,0.0,,,1745,733,2022-03-16 22:48:49+00:00,111.0,0.0,112.25,True,124.43243243243244,74,train
kubernetes/kubernetes,64863991,34.71822916666667,False,85,476.0,535.0,0.5906542056074766,721.5058060829817,145.54541666666665,151.0,36.0,0.23841059602649,0.0672268907563025,1762,735,2022-04-20 16:03:04+00:00,97.0,0.0,112.25,True,122.4320987654321,81,train
kubernetes/kubernetes,64869495,0.0461226851851851,False,86,5.0,2.0,1.0,328.97833333333335,328.97833333333335,1.0,0.0,0.0,1.0,1762,734,2022-04-20 17:09:29+00:00,97.0,0.0,112.25,True,122.4320987654321,81,train
kubernetes/kubernetes,64881287,0.0885763888888888,False,87,1.0,1.0,1.0,328.22833333333335,328.22833333333335,1.0,0.0,0.0,1.0,1759,731,2022-04-20 19:17:02+00:00,97.0,0.0,112.25,True,122.4320987654321,81,train
kubernetes/kubernetes,65962790,13.0603125,False,89,90.0,125.0,0.568,929.9699217527385,306.0111111111111,53.0,9.0,0.1698113207547169,0.0888888888888888,1759,732,2022-05-03 20:43:53+00:00,95.0,0.0,112.25,True,121.92771084337349,83,train
kubernetes/kubernetes,67749918,21.158622685185183,False,90,288.0,288.0,0.7013888888888888,591.483602860286,101.49902777777777,97.0,18.0,0.1855670103092783,0.1631944444444444,1787,750,2022-05-25 00:32:18+00:00,82.0,0.0,112.25,True,120.80459770114942,87,train
kubernetes/kubernetes,67833798,0.7742476851851852,False,91,8.0,13.0,0.46153846153846156,189.57060185185185,41.699444444444445,6.0,0.0,0.0,0.25,1787,752,2022-05-25 19:07:13+00:00,79.0,0.0,112.25,True,120.80459770114942,87,train
kubernetes/kubernetes,67872434,0.1123148148148148,False,92,0.0,1.0,0.0,,,0.0,0.0,,,1787,752,2022-05-25 21:48:57+00:00,79.0,0.0,112.25,True,120.80459770114942,87,train
kubernetes/kubernetes,67885314,0.2376157407407407,False,93,1.0,2.0,0.5,6995.129166666667,6995.129166666667,1.0,0.0,0.0,1.0,1786,751,2022-05-26 03:31:07+00:00,79.0,0.0,112.25,True,120.80459770114942,87,train
kubernetes/kubernetes,69652729,21.67553240740741,False,95,226.0,290.0,0.6896551724137931,758.3228402777779,165.23111111111112,93.0,23.0,0.2473118279569892,0.1106194690265486,1759,730,2022-06-16 19:43:53+00:00,70.0,0.0,112.25,True,120.15730337078652,89,train
kubernetes/kubernetes,69661314,0.0258333333333333,False,96,0.0,0.0,,,,0.0,0.0,,,1759,730,2022-06-16 20:21:05+00:00,70.0,0.0,112.25,True,120.15730337078652,89,train
kubernetes/kubernetes,69680319,0.3043981481481481,False,97,2.0,2.0,0.5,162.3322222222222,162.3322222222222,1.0,0.0,0.0,1.0,1761,732,2022-06-17 03:39:25+00:00,68.0,0.0,112.25,True,120.15730337078652,89,train
kubernetes/kubernetes,69680447,0.002974537037037,False,98,0.0,0.0,,,,0.0,0.0,,,1761,732,2022-06-17 03:43:42+00:00,68.0,0.0,112.25,True,120.15730337078652,89,train
kubernetes/kubernetes,71926822,26.58293981481481,False,100,242.0,325.0,0.64,735.652827190171,156.07444444444445,99.0,25.0,0.2525252525252525,0.0537190082644628,1767,722,2022-07-13 17:43:08+00:00,111.0,0.0,112.25,True,118.41935483870968,93,train
kubernetes/kubernetes,71933950,0.0630787037037037,False,101,1.0,1.0,1.0,996.7091666666666,996.7091666666666,1.0,0.0,0.0,1.0,1767,722,2022-07-13 19:13:58+00:00,111.0,0.0,112.25,True,118.41935483870968,93,train
kubernetes/kubernetes,71937344,0.0306597222222222,False,102,0.0,0.0,,,,0.0,0.0,,,1768,723,2022-07-13 19:58:07+00:00,110.0,0.0,112.25,True,118.41935483870968,93,train
kubernetes/kubernetes,74666225,35.05638888888889,False,107,472.0,541.0,0.6451016635859519,626.9440464820121,155.2325,149.0,32.0,0.2147651006711409,0.0338983050847457,1794,731,2022-08-17 21:19:19+00:00,107.0,0.0,112.25,True,115.45098039215686,102,train
kubernetes/kubernetes,74669757,0.042511574074074,False,108,0.0,0.0,,,,0.0,0.0,,,1794,731,2022-08-17 22:20:32+00:00,107.0,0.0,112.25,True,115.45098039215686,102,train
kubernetes/kubernetes,74671731,0.0329513888888888,False,109,0.0,0.0,,,,0.0,0.0,,,1794,731,2022-08-17 23:07:59+00:00,107.0,0.0,112.25,True,115.45098039215686,102,train
kubernetes/kubernetes,75156399,5.930416666666667,False,110,47.0,48.0,0.6875,586.1908164983165,276.17555555555555,26.0,5.0,0.1923076923076923,0.1489361702127659,1758,723,2022-08-23 21:27:47+00:00,112.0,0.0,112.25,True,115.45631067961165,103,train
kubernetes/kubernetes,77194312,21.970266203703705,False,111,268.0,352.0,0.6505681818181818,612.4471809801067,131.65444444444444,101.0,22.0,0.2178217821782178,0.1492537313432835,1741,728,2022-09-14 20:44:58+00:00,80.0,0.0,112.25,True,115.42857142857143,105,train
kubernetes/kubernetes,77213823,0.1574652777777777,False,112,3.0,1.0,1.0,311.3697222222222,311.3697222222222,2.0,0.0,0.0,0.6666666666666666,1740,727,2022-09-15 00:31:43+00:00,79.0,0.0,112.25,True,115.42857142857143,105,train
kubernetes/kubernetes,77303540,0.5907175925925926,False,113,9.0,9.0,0.6666666666666666,67.08319444444444,56.6525,9.0,3.0,0.3333333333333333,0.1111111111111111,1736,725,2022-09-15 14:42:21+00:00,82.0,0.0,112.25,True,115.42857142857143,105,train
kubernetes/kubernetes,77303985,0.0026504629629629,False,114,0.0,1.0,1.0,8.983888888888888,8.983888888888888,0.0,0.0,,,1736,725,2022-09-15 14:46:10+00:00,82.0,0.0,112.25,True,115.42857142857143,105,train
kubernetes/kubernetes,77795569,6.0865625,False,116,83.0,127.0,0.7007874015748031,442.33857365792755,76.92611111111111,43.0,6.0,0.1395348837209302,0.0963855421686747,1731,729,2022-09-21 16:50:49+00:00,76.0,0.0,112.25,True,115.14678899082568,109,train
kubernetes/kubernetes,77802321,0.0549189814814814,False,117,0.0,1.0,1.0,495.6488888888889,495.6488888888889,0.0,0.0,,,1728,728,2022-09-21 18:09:54+00:00,76.0,0.0,112.25,True,115.14678899082568,109,train
kubernetes/kubernetes,77807233,0.0376273148148148,False,118,3.0,3.0,1.0,1020.911111111111,1017.7238888888888,2.0,1.0,0.5,0.6666666666666666,1731,728,2022-09-21 19:04:05+00:00,76.0,0.0,112.25,True,115.14678899082568,109,train
kubernetes/kubernetes,77813556,0.0514467592592592,False,119,3.0,2.0,1.0,14.907361111111111,14.907361111111111,3.0,0.0,0.0,0.3333333333333333,1732,729,2022-09-21 20:18:10+00:00,76.0,0.0,112.25,True,115.14678899082568,109,train
kubernetes/kubernetes,79809601,21.87349537037037,False,121,263.0,275.0,0.6945454545454546,510.74214223385695,75.94055555555556,100.0,24.0,0.24,0.0950570342205323,1713,721,2022-10-13 17:16:00+00:00,77.0,0.0,112.25,True,115.11818181818182,110,train
kubernetes/kubernetes,79809812,0.0016435185185185,False,122,0.0,0.0,,,,0.0,0.0,,,1713,721,2022-10-13 17:18:22+00:00,77.0,0.0,112.25,True,115.11818181818182,110,train
kubernetes/kubernetes,79809886,0.000636574074074,False,123,0.0,0.0,,,,0.0,0.0,,,1713,721,2022-10-13 17:19:17+00:00,77.0,0.0,112.25,True,115.11818181818182,110,train
kubernetes/kubernetes,82710116,27.988333333333333,False,125,591.0,577.0,0.6741767764298093,539.6449214510139,79.36944444444444,144.0,34.0,0.2361111111111111,0.0609137055837563,1702,699,2022-11-10 17:02:29+00:00,81.0,0.0,112.25,True,112.29411764705883,119,train
kubernetes/kubernetes,82714136,0.0266666666666666,False,126,2.0,1.0,1.0,8168.530833333333,8168.530833333333,1.0,0.0,0.0,1.0,1700,697,2022-11-10 17:40:53+00:00,81.0,0.0,112.25,True,112.29411764705883,119,train
kubernetes/kubernetes,82714305,0.0011921296296296,False,127,1.0,0.0,,,,1.0,0.0,0.0,1.0,1700,697,2022-11-10 17:42:36+00:00,81.0,0.0,112.25,True,112.29411764705883,119,train
kubernetes/kubernetes,82714385,0.0006134259259259,False,128,0.0,0.0,,,,0.0,0.0,,,1700,697,2022-11-10 17:43:29+00:00,81.0,0.0,112.25,True,112.29411764705883,119,train
kubernetes/kubernetes,85466097,27.997858796296292,False,132,243.0,357.0,0.6386554621848739,837.4878240740741,340.0884722222222,100.0,16.0,0.16,0.0411522633744856,1740,716,2022-12-08 17:40:24+00:00,68.0,0.0,112.25,True,110.98387096774194,124,train
kubernetes/kubernetes,85470423,0.0236226851851851,False,133,0.0,1.0,1.0,821.5013888888889,821.5013888888889,0.0,0.0,,,1739,715,2022-12-08 18:14:25+00:00,68.0,0.0,112.25,True,110.98387096774194,124,train
kubernetes/kubernetes,85475750,0.0388078703703703,False,134,0.0,1.0,1.0,2201.4183333333335,2201.4183333333335,0.0,0.0,,,1740,715,2022-12-08 19:10:18+00:00,68.0,0.0,112.25,True,110.98387096774194,124,train
kubernetes/kubernetes,85487731,0.0929976851851851,False,135,1.0,0.0,,,,1.0,0.0,0.0,1.0,1740,715,2022-12-08 21:24:13+00:00,68.0,0.0,112.25,True,110.98387096774194,124,train
kubernetes/kubernetes,85515657,0.2755324074074074,False,136,2.0,3.0,0.6666666666666666,750.0972222222222,750.0972222222222,2.0,1.0,0.5,0.5,1739,715,2022-12-09 04:00:59+00:00,68.0,0.0,112.25,True,110.98387096774194,124,train
kubernetes/kubernetes,89461411,40.71791666666667,False,137,547.0,607.0,0.7067545304777595,598.0738209013209,114.26527777777778,147.0,44.0,0.2993197278911564,0.0968921389396709,1682,688,2023-01-18 21:14:47+00:00,82.0,0.0,112.25,True,107.77941176470588,136,train
kubernetes/kubernetes,89465459,0.0246180555555555,False,138,0.0,0.0,,,,0.0,0.0,,,1681,687,2023-01-18 21:50:14+00:00,82.0,0.0,112.25,True,107.77941176470588,136,train
kubernetes/kubernetes,89478326,0.131724537037037,False,139,1.0,5.0,0.8,134.76125000000002,11.288055555555557,1.0,0.0,0.0,1.0,1682,686,2023-01-19 00:59:55+00:00,82.0,0.0,112.25,True,107.77941176470588,136,train
kubernetes/kubernetes,89577865,0.6783912037037036,False,140,14.0,12.0,0.8333333333333334,271.8174722222222,40.880833333333335,8.0,1.0,0.125,0.3571428571428571,1682,686,2023-01-19 17:16:48+00:00,77.0,0.0,112.25,True,107.77941176470588,136,train
kubernetes/kubernetes,93991288,40.13732638888889,False,143,598.0,646.0,0.6919504643962848,481.7695855083271,156.37222222222223,160.0,40.0,0.25,0.1137123745819397,1715,685,2023-02-28 20:34:33+00:00,120.0,1.0,112.25,True,106.7872340425532,141,train
kubernetes/kubernetes,94000681,0.0320717592592592,False,144,0.0,0.0,,,,0.0,0.0,,,1715,686,2023-02-28 21:20:44+00:00,120.0,1.0,112.25,True,106.7872340425532,141,train
kubernetes/kubernetes,94006526,0.0313425925925925,False,145,4.0,3.0,1.0,74.16722222222222,46.24472222222222,3.0,0.0,0.0,0.5,1714,686,2023-02-28 22:05:52+00:00,120.0,1.0,112.25,True,106.7872340425532,141,train
kubernetes/kubernetes,94012442,0.0444791666666666,False,146,0.0,2.0,0.5,331.5083333333333,331.5083333333333,0.0,0.0,,,1712,684,2023-02-28 23:09:55+00:00,120.0,1.0,112.25,True,106.7872340425532,141,train
kubernetes/kubernetes,96018281,16.759270833333332,False,149,470.0,393.0,0.6844783715012722,545.0714322593969,51.16638888888889,126.0,16.0,0.1269841269841269,0.0595744680851063,1731,690,2023-03-17 17:23:16+00:00,92.0,0.0,112.25,True,106.7605633802817,142,train
kubernetes/kubernetes,96021741,0.0260300925925925,False,150,2.0,0.0,,,,2.0,0.0,0.0,0.5,1730,689,2023-03-17 18:00:45+00:00,92.0,0.0,112.25,True,106.7605633802817,142,train
kubernetes/kubernetes,96029525,0.0553125,False,151,0.0,2.0,1.0,607.9275,607.9275,0.0,0.0,,,1730,689,2023-03-17 19:20:24+00:00,92.0,0.0,112.25,True,106.7605633802817,142,train
kubernetes/kubernetes,98968195,25.00511574074074,False,154,226.0,327.0,0.5657492354740061,1179.5963903903905,346.24055555555555,89.0,11.0,0.1235955056179775,0.0663716814159292,1776,706,2023-04-11 19:27:46+00:00,88.0,0.0,112.25,True,107.16326530612245,147,train
kubernetes/kubernetes,99183057,0.9362037037037036,False,155,26.0,33.0,0.6363636363636364,746.3447354497355,512.69,22.0,3.0,0.1363636363636363,0.1153846153846153,1756,696,2023-04-12 17:55:54+00:00,92.0,0.0,112.25,True,107.16326530612245,147,train
kubernetes/kubernetes,99187893,0.0292361111111111,False,156,1.0,2.0,1.0,288.56402777777777,288.56402777777777,1.0,0.0,0.0,1.0,1756,696,2023-04-12 18:38:00+00:00,92.0,0.0,112.25,True,107.16326530612245,147,train
kubernetes/kubernetes,99192787,0.0294791666666666,False,157,0.0,0.0,,,,0.0,0.0,,,1756,696,2023-04-12 19:20:27+00:00,93.0,0.0,112.25,True,107.16326530612245,147,train
kubernetes/kubernetes,99571135,1.8755902777777775,False,158,41.0,88.0,0.7159090909090909,517.047971781305,353.7366666666667,21.0,3.0,0.1428571428571428,0.1463414634146341,1765,698,2023-04-14 16:21:18+00:00,83.0,0.0,112.25,True,107.16326530612245,147,train
kubernetes/kubernetes,103386457,33.23195601851852,False,159,412.0,549.0,0.663023679417122,557.5832692307692,128.97402777777776,138.0,31.0,0.2246376811594203,0.0679611650485436,1769,709,2023-05-17 21:55:19+00:00,98.0,0.0,112.25,True,105.93037974683544,158,train
kubernetes/kubernetes,103386495,0.0002314814814814,False,160,0.0,0.0,,,,0.0,0.0,,,1769,709,2023-05-17 21:55:39+00:00,98.0,0.0,112.25,True,105.93037974683544,158,train
kubernetes/kubernetes,103393064,0.0816782407407407,False,161,4.0,1.0,1.0,21.704722222222223,21.704722222222223,2.0,0.0,0.0,0.75,1769,709,2023-05-17 23:53:16+00:00,98.0,0.0,112.25,True,105.93037974683544,158,train
kubernetes/kubernetes,103395497,0.0377893518518518,False,162,3.0,0.0,,,,1.0,0.0,0.0,1.0,1769,709,2023-05-18 00:47:41+00:00,98.0,0.0,112.25,True,105.93037974683544,158,train
