repository_name,release_id,cycle_length_days,is_prerelease,release_sequence,commit_count,pr_count,pct_merged,avg_time_to_merge_hours,median_time_to_merge_hours,distinct_contributors,first_time_contributor_count,first_time_contributor_share,top_contributor_share,open_issues_at_release,open_bugs_at_release,release_date,bugs_in_window,elevated_risk,risk_threshold_used,window_complete,prior_releases_avg_bugs,prior_releases_count,split,had_commit_activity,had_pr_activity,had_contributor_activity,has_prior_release_history,has_prior_release,open_bugs_at_release_repo_z,prior_releases_avg_bugs_repo_z,repo_kubernetes/kubernetes,repo_microsoft/vscode
kubernetes/kubernetes,218918759,22.002916666666668,0,295,277.0,268.0,0.7574626865671642,539.7293459222769,93.34166666666668,86.0,16.0,0.1860465116279069,0.075812274368231,1965,767,2025-05-15 17:49:01+00:00,51.0,0.0,112.25,True,91.21799307958476,289,validation,1,1,1,1,1,-0.11158609111546743,-1.6641125506926924,1,0
kubernetes/kubernetes,218919244,0.001875,0,296,0.0,0.0,0.6733167082294265,539.7293459222769,145.54541666666665,0.0,0.0,0.13190730837789655,0.1649305555555555,1965,767,2025-05-15 17:51:43+00:00,51.0,0.0,112.25,True,91.21799307958476,289,validation,0,0,0,1,1,-0.11158609111546743,-1.6641125506926924,1,0
kubernetes/kubernetes,218919439,0.0006597222222222,0,297,0.0,0.0,0.6733167082294265,539.7293459222769,145.54541666666665,0.0,0.0,0.13190730837789655,0.1649305555555555,1965,767,2025-05-15 17:52:40+00:00,51.0,0.0,112.25,True,91.21799307958476,289,validation,0,0,0,1,1,-0.11158609111546743,-1.6641125506926924,1,0
kubernetes/kubernetes,218920135,0.0027083333333333,0,298,0.0,0.0,0.6733167082294265,539.7293459222769,145.54541666666665,0.0,0.0,0.13190730837789655,0.1649305555555555,1965,767,2025-05-15 17:56:34+00:00,51.0,0.0,112.25,True,91.21799307958476,289,validation,0,0,0,1,1,-0.11158609111546743,-1.6641125506926924,1,0
kubernetes/kubernetes,226247533,33.998842592592595,0,300,389.0,405.0,0.7012345679012346,458.3644239045384,102.39708333333334,110.0,28.0,0.2545454545454545,0.1028277634961439,1965,760,2025-06-18 17:54:54+00:00,52.0,0.0,112.25,True,90.0,298,validation,1,1,1,1,1,-0.2387246296281205,-1.7394857017886116,1,0
kubernetes/kubernetes,226251309,0.0118287037037037,0,301,1.0,0.0,0.6733167082294265,539.7293459222769,145.54541666666665,1.0,0.0,0.0,1.0,1965,760,2025-06-18 18:11:56+00:00,52.0,0.0,112.25,True,90.0,298,validation,1,0,1,1,1,-0.2387246296281205,-1.7394857017886116,1,0
kubernetes/kubernetes,226256128,0.0168981481481481,0,302,0.0,0.0,0.6733167082294265,539.7293459222769,145.54541666666665,0.0,0.0,0.13190730837789655,0.1649305555555555,1965,760,2025-06-18 18:36:16+00:00,52.0,0.0,112.25,True,90.0,298,validation,0,0,0,1,1,-0.2387246296281205,-1.7394857017886116,1,0
kubernetes/kubernetes,226260786,0.0159375,0,303,0.0,0.0,0.6733167082294265,539.7293459222769,145.54541666666665,0.0,0.0,0.13190730837789655,0.1649305555555555,1965,760,2025-06-18 18:59:13+00:00,52.0,0.0,112.25,True,90.0,298,validation,0,0,0,1,1,-0.2387246296281205,-1.7394857017886116,1,0
kubernetes/kubernetes,232684167,27.13835648148148,0,306,464.0,429.0,0.682983682983683,449.5873445202882,114.55972222222222,121.0,26.0,0.2148760330578512,0.0905172413793103,1969,735,2025-07-15 22:18:27+00:00,55.0,0.0,112.25,True,90.0,298,validation,1,1,1,1,1,-0.6927908386018815,-1.7394857017886116,1,0
kubernetes/kubernetes,232684297,0.0007407407407407,0,307,0.0,0.0,0.6733167082294265,539.7293459222769,145.54541666666665,0.0,0.0,0.13190730837789655,0.1649305555555555,1969,735,2025-07-15 22:19:31+00:00,55.0,0.0,112.25,True,90.0,298,validation,0,0,0,1,1,-0.6927908386018815,-1.7394857017886116,1,0
