release_id,repository_name,feature,old_value,new_value,old_probability,new_probability,old_risk_tier,new_risk_tier,probability_change
331316417,apache/airflow,open_bugs_at_release,454.0,350.0,0.5490680337168176,0.5404749045124855,High,High,-0.008593129204332084
331316417,apache/airflow,commit_count,805.0,402.5,0.5490680337168176,0.543748385345222,High,High,-0.005319648371595598
